"","tweet"
"3248","@JetBlue left me stranded in NYC for 2 days. No apologies no vouchers no nothing. Cancel my flight for nonweather reasons and said #screwyou"
"3249","@Gogo @AmericanAir  no wifi on two flights in a row. Full fare first class and no amenities? Get it together. #faail"
"3250","What a cluster at @DallasLoveField on @SouthwestAir  Might miss @RODEOHOUSTON tonight"
"3251","@DeltaAssist lga to pbi cancelled.  Help!"
"3252","Yet another bandwidth and user experience failure for @GOGO on @AmericanAir 291 to #Austin || Folks just don't use their service its so bad"
"3253","@united bag not on plane with me for THIRD time in a year. Even the woman at desk said you guys are bad at this. Ugh."
"3254","@united I think my chances were destroyed by the @lufthansa strike."
"3255","@DeltaAssist - Aaaah. My car broke down and I am going to miss my 4:25 flight, can you get me on the 745 Spokane -&gt; Seattle"
"3256","@united you make me sad. Bring me home."
"3257","LOL @AmericanAir   Your first class seats suck  @Delta wins"
"3258","@AmericanAir on flight 1385 from Indianapolis to Dallas that was delayed - any way I still make the AA 81 flight from Dallas to Tucson?"
"3259","@DeltaAssist My flight was cancelled and I was never notified. Now I am going to be 7 hours late for a meeting!"
"3260","I'm a @SouthwestAir loyalist, but Lord help me I cant afford these ticketssss! Ugh why is flying so stressful? :("
"3261","C'mon Delta! 3 times today with this wait! @DeltaAssist http://t.co/PtT9K9ymdH"
"3262","@lufthansa flt cancelled due to strike on @united ticket, useless both @United &amp; @lufthansa unable to rebook and asking to call another one!"
"3263","lost my passport on an early morning flight &amp; no one has been able to help, @DeltaAssist please help save my spring break!!!!"
"3264","@DeltaAssist can you assist me with my current flight reservation? I'm been on hold for nearly 20 mins."
"3265","I still hate @united for having shitty customer service &amp; rude workers every single time I fly"
"3266","@bhx_official @AmericanAir Yep, more take offs over Balsall Common, shit flight path planning!!! #inconsideratebhx"
"3267","@DeltaAssist got a delay in Philly and I'm going to miss my connection. The app won't let me rebook. Can you help?"
"3268","You've got to be kidding me! Still upset about my A-list debacle @SouthwestAir http://t.co/BmMcdrJiIH"
"3269","Flight delayed, then un-delayed, then inaccurate boarding pass, then delayed for real. Get it together @JetBlue #notimpressed #snowexcuses"
"3270","@JetBlue, I love you, but c'mon, when our flight time changed you didn't tell the crew so now they're late? Delays on delays on delays..."
"3271","@united you ripped my suitcase now your courier is missing the pickup window by 3-4 hours and didnt even have the courtesy to call and tell"
"3272","@GYank @jc_jet @miakhalifa you need a real bad bitch sitting next to you, but you're flying @SouthwestAir no bad bitches fly Southwest."
"3273","@AlaskaAir thank you! Amazing service and you quickly took card of my issue! Kudos!"
"3274","@DeltaAssist remarkably arrogant and rude male flt attendant in aft cabin on red eye from Seattle to Detroit just now needs to shape up."
"3275","Missed my @SouthwestAir flight like a dumb ass _"
"3276","Missing my whole first day of vacation because the flight was delayed 30 minutes for being 10,000lbs overweight with fuel @united"
"3277","Nothing like getting to the airport at 6am to have flight delayed 4 hours for ""repairs"" #shouldibescared #shouldbeonthebeach @AmericanAir"
"3278","@AmericanAir I understand the weather, but not allowing us to get our bags at Newark?! That's ridiculous! I was trapped on the plane!"
"3279","@SouthwestAir my flight cancelled because of mechanical problem @SouthwestAir :( I will lose my time share @orlando. Disappointed and angry."
"3280","Oh @AmericanAir. Why do I ever fly you? The absolute worst."
"3281","@USAirways I am at hour 4.5 on hold waiting to fix a reservation for an int'l flight today. Terrible @USAirways @AmericanAir #usairwayswait"
"3282","@united why can't you just fix zach's guitar. Your letting him down and all of us. He needs that and u guys broke it. It's YOUR fault"
"3283","@SouthwestAir why are there never any sales/deals from ROC? It's a pain to drive to BUF just to get a decent price to fly to Florida!"
"3284","@DeltaAssist Need help!! @Delta agent in San Diego messed up and now we're getting screwed."
"3285","just travelled with @United - don't ever travel with them - customer service is disgusting. @United the Fung Wah of the skies !"
"3286","Shoutout to @SouthwestAir for making us wait two hours for our bags and then not being able to find it."
"3287","@AmericanAir Long line at SCL, and only one person at the counter. We have been waiting more than an hour and a half!!"
"3288","How can @SouthwestAir lose this many bags? A 30 min delay n 30 mins in the lost luggage line. I want to see my girls http://t.co/6MbPVtnLnW"
"3289","I can't believe I lost my junior Flight Crew seatbelt on the plane  I'm never gonna find it :( @JetBlue"
"3290",".@SouthwestAir flt 1145 had little air coming thru vents, pilot never addressed passengers abt anything during whole flt. Oddest flt."
"3291","@AmericanAir #flight124 #lax to #miami late #missedconnections  #rudeflightattendants #incompetentgroundcrew #badservice not even an apology"
"3292","@DeltaAssist  have issue w tomorrows flight applied RUC now says i am not checked in for 2nd segment. Not on UG list even as a medallion"
"3293","@JetBlue flight 008 is starting out awful. Delayed with No communication. Get it together"
"3294","@DeltaAssist need some help with my reservation. Am now onboard a flight that has a slight delay. You have rebooked me on the next flight.&gt;&gt;"
"3295","@AmericanAir Lynette martinez AA employee has no customer service skills #toldmeiamnotlisteningtoyou"
"3296","After the back to back bad experiences I've had....I'm never flying with @united again"
"3297","@AmericanAir Need an email to send inquire about missing segments on my Chairman account"
"3298","@JetBlue aweful experience out of JFK today!  Never flying with u guys again! We sat on runway for almost 3 hrs?  Cuz they loaded fuel wrong"
"3299","After finding out that my $450 @United canceled ticket resulted in a &lt;$150 credit to apply to another flight, I switched to @SouthwestAir"
"3300","@USAirways @AmericanAir your agents need to be taught to listen--you might have fewer angry customers #badcustomerservice"
"3301","@AmericanAir Aside from my luggage not making it the cust. service was terrible. No one seemed to know what they were doing were very rude!"
"3302","Photo: So disappointed in @SouthwestAir! They lost my car seat bag on our trip from LAX-&gt; Sac that had our... http://t.co/koPEVf2wHt"
"3303","Wow @VirginAmerica 1st time flown w/ u in yrs. UR computer error, waited @ ticket counter for 45 mins &amp; barely made flight. Rude gate agent"
"3304","@DeltaAssist denied use of a systemwide upgrade due to a) no longer Diamond b) day of travel c) KLM not Delta, why bother with loyalty?!"
"3305","@jrleslie @SouthwestAir @MakeAWish where the hell is my ""hate"" button?"
"3306",".@AmericanAir Why is it EVERY time I fly DTW-CMI you lose my car seat? It has happened 3x now! Fix the bloody problem!!!"
"3307",".@AmericanAir  you are so frustrating you make us set up accounts reserve flights waste hours then say you don't take Amex mile conversions."
"3308","Wedding cancelled. need 2 cancel flight &amp; @united wont give credit &amp; forcing me 2 pay $200 fee even tho willing 2 schedule new flight w them"
"3309","@DeltaAssist I've never been on a plane where my computer won't fit on the tray table when the person in front leans back. Is this the 80s?"
"3310","So, for @United, my dreadful experience is cause for corporate promotion. No ""Our apologies for..."" No ""We'll look into it..."" No Pride."
"3311","Nothing like an email saying ur flight is cancelled then have to stay up late to call @SouthwestAir to be on hold over 40 min. #stillonhold"
"3312","@deltaAssist can you please explain how my MIL is on the ONLY ""cancelled"" flight out of MSP due to weather when all other flights have left."
"3313","@AmericanAir just arrived home to CID from #montegobay and jewelry/ other items are missing from checked bag. Please help so disappointed"
"3314","@AmericanAir emergencies? AA will not help have mother in the hospital but need $719 to change my ticket to get to her. Will never flight AA"
"3315","@JetBlue phone customer service was awful but everyone at the airport was very helpful. I will email soon."
"3316","@VirginAmerica an engine failed on our ord &gt;sfo flight last nt, I'm shaking but thx 2 the pilot for landin safely,wont be flyin for a while"
"3317","@AmericanAir sucks. If I book a 7pm rez, y do u think 4pm would b ok alt? And u put me on hold 4 over 30 min? #NotCool #Poorcustomerservice"
"3318","@SouthwestAir 24 minutes later. Ridiculous."
"3319","Minute 33 of being on hold with @SouthwestAir .. I think the hold music is now engrained in my mind."
"3320","@SouthwestAir how about you pick up your phone been on hold 2 hours! @kayy_rosee #unsatisfiedcustomer"
"3321","SO impressed by the @AlaskaAir stewardesses and medical volunteers who didn't miss a beat with an inflight medical emergency. #flight506"
"3322","@ComedyCentral I just got kicked off my @SouthwestAir flight because of my @broadcity shirt. Fuck that shit! http://t.co/RZpyVuxyjF"
"3323","@SouthwestAir our flight was cancelled out of MDW today. We were transferring from CHS to MDW to OKC. What happens to our checked baggage"
"3324","@SouthwestAir on hold for 30 min. SWA 3769 dep time keeps jumping around. Is it really delayed? What's the reason?"
"3325","@united 2 travelers currently on delayed flight BOS to ORD (landing at 2:10) &amp; need to make flight to UA0895 Hong Kong-- any way to hold it?"
"3326","@SouthwestAir  I have been on hold for 85 minutes...? what's up with your system today?"
"3327","@united Ridiculous.  I'm told so many different things by your staff about not being able to upgrade &amp; then not being able to downgrade."
"3328","Once again Delta never ceases to amaze me . Gave my upgrade away 45 mins early when policy is 30 mins prior to boarding @DeltaAssist"
"3329","@dubmecross @united it was a complete and utter shit show each person I talk to telling me to talk to somebody else"
"3330","Trying too get earlier flight. 25K points or $400 to depart 1pm not 6pm to get to USCG son. @SouthwestAir expensive change. #Fail"
"3331","@AlaskaAir Very sad that you can't have group purchased reservations show up in your iPhone app! Just got off phone with support. :("
"3332","@kelyseeee @AmericanAir they are the worst flew them in January and will never fly them again. Worst run company I've seen"
"3333","fuck you so bad @AmericanAir"
"3334","@SouthwestAir it's imperative that you get @megurz on a plane asap you're ruining her life "
"3335","@AmericanAir canceled our flight yesterday and today we're delayed 4+ hrs. @VirginAmerica @SouthwestAir @Delta somebody save us!"
"3336","What does ""Delayed NTP"" mean in airline lingo? @SouthwestAir"
"3337","@DeltaAssist No. Wasted two hours booking an int'l flight online &amp; with your cust. service because my seat assignments didn't save."
"3338","Ok @united not only did we have to wait on tarmac at #O'Hare for an hour...it's taken over 30 mins for the baggage to come though. #waiting"
"3339","@SouthwestAir  My friend  @lauramyren is trying to get back to LA and her flight has been cancelled.   Can you help her out?"
"3340","If you're going to delay a flight so that a passenger misses their connection.. have their bags for their overnight stay @united.. assholes"
"3341","@united Another flight delay of 55 minutes with United. Your airline has more shit with it than a Christmas turkey. Grow up"
"3342","@SouthwestAir I'm stranded in Chicago MDW due to cancellations to BOS flight and customer service does not pick up the phone. #frustrating"
"3343","After a horrible experience on @united this weekend, this analysis of airline performance is no.surprise.whatsoever.  http://t.co/UtarfDEPMd"
"3344","@united I just experienced the worse nightmare since flying g with this airline.  You guys really let me down."
"3345","A week later, and 4 emails I've sent.... Still being ignored by @AmericanAir @USAirways over the money they owe me #badservice"
"3346","@M3Mktg @JetBlue @BWI_Airport @SanDiegoAirport Screw it change the flight to key west instead it's amazing here"
"3347","Currently on a @united flight that is delayed because we have someone without a boarding pass on the plane... comforting."
"3348","Still no response from @SouthwestAir about my damaged luggage."
"3349","@SouthwestAir what is the approx hold time for customer service?  25 mins on hold and counting and running out of time."
"3350","Hey @JetBlue @SouthwestAir @united @Delta @AlaskaAir why do you hate salt lake and never give us any good deals? So much broke..."
"3351","@AmericanAir James Hahn's tweet re: lost golf clubs was picked up by NBC, CBS, ABC, AP. pr nightmare?"
"3352","@marcusdharvey aye @JetBlue if you mess up my bros wedding I'm coming for you b ... I stay strapped http://t.co/cHox00MPPp"
"3353","@united notified the flight attendants. They gave him some napkins. What if it is ruined due to water damage?"
"3354","@SouthwestAir You cancelled my mothers flight, then sent her 2 hours away, then lost one of her bags!Customer service doesn't seem to care!"
"3355","@united very disappointed with our flights this past weekend ! Rebooking was a nightmare and cost me hundreds extra"
"3356","Seen crocs on @SouthwestAir that's way more offensive! RT @BuzzFeed kicked off a plane for wearing a Broad City shirt http://t.co/jZyc3QT9M3"
"3357","@AmericanAir  If I have to cancel a flight where I purchased ""more room"" seats, I lose that money AND you take a $200 change fee.  Pathetic"
"3358","@Postgrad no kidding. On hold for 45 minutes. Finally gave up hope of ever talking to someone at @AmericanAir -- &amp; their email said to call."
"3359","@BrittanyBritz @AmericanAir ugh"
"3360","How I spent last two afternoons waiting on @AmericanAir flight delays. Full disclosure: weather problems yesterday :) http://t.co/NqQqZ6nfv4"
"3361","Why is it every time I fly @AmericanAir into @dfwairport I have to wait for a plane to leave our gate and then wait for ground crew!"
"3362","@AlaskaAir why is my plane being delayed? #SNAtoPDX"
"3363","Another awful call being transferred between reservations and mileageplus a few times and nothing gets done.  Who does @united hire?????"
"3364","@AmericanAir ""maintenance issues"" and the ""book is missing"" no shit were not gonna have an on time arrival. AA1219 #notsurprised #typical"
"3365","@SLI_Griffin @united how did you miss it you boob"
"3366","@DeltaAssist No, fuck you Delta. You ""searched my bag"" and broke my new suitcase. No lock either, just a zipper. You fucking suck."
"3367","I wonder why they don't load from the back forward.  I hate strange crotches in my face.   @RyanEversley @DeltaAssist"
"3368","Flight delayed more than 3 hours in Amsterdam what compensation am I entitled to? @Delta @DeltaAssist"
"3369","@DeltaAssist Change in hours is understandable but days????  Like I said...no compensation? Shame on delta"
"3370","God bless the Admirals Club. Fixed the awful glitches between US and AA that stuck me in zone 5. @AmericanAir"
"3371","Whuuuuuut. A @broadcity shirt got a college student kicked off a @SouthwestAir flight: http://t.co/8LTfrGT0WV"
"3372",".@AmericanAir I was issued a Dividend Miles # past 3/20. Logging into #AAdvantage it no longer asks to sync account #'s. How can I sync now?"
"3373",".@AmericanAir - so wait, stranded passengers have to sleep at the Microtel brothel and AA employees get the Hyatt? Tsk tsk"
"3374","@AmericanAir it's frustrating arriving late 4 international trips when u have limited time, only issues were at Miami yall did your best"
"3375","@DeltaAssist been waiting for my luggage for over 30 minutes now."
"3376","@AmericanAir flight 5798 okc to lax please take off. Or at least say why we are waiting. #needtofly"
"3377","@AmericanAir sent a complaint to Doug Parker and Sean Bentel on Tuesday still no response! #betterbusinessbureauitis"
"3378","I'd pay $5.99 to stop this endless loop of the Horrible Bosses 2 trailer. You hear me, @united?!?! http://t.co/9eR68SjVWz"
"3379","@Leilalove8 @united bad customer service #United. Doubtful that @Delta or @JetBlue would ever have this kind of nerve."
"3380","@united yesterday i lost my flight and i called to 800 number and a lady said that a i have to pay extra for no show but when i went to the"
"3381","@bobrobe @SouthwestAir They made a plane switch that saved my trip.  Otherwise we woulda been stuck"
"3382","@SouthwestAir I have. There are never any deals from MKE. A flight to Houston is $199 from MKE but $52 from MDW...that's crazy!"
"3383","Main thing I miss flying @USAirways / @AmericanAir over @united is the live seat map on flight status page. http://t.co/NbytPUUzLy"
"3384","@united sitting here in Vegas waiting for a wiper to be repaired!! So far 2.5 hour delay! #tired #flight1044 #Cleveland #upanddownupdates"
"3385","@SouthwestAir hr 2 of delay traveling with 3 young kids.A-list traveler extremely frustrated.Next time I'm flying united. Sick of delays."
"3386","@AmericanAir called 3 times to try and standby for flight and waited 10 minutes each time only to be hung up on when call was transferred"
"3387","Already delayed an hour and @united doesn't even have a pilot for us. "
"3388","@ginacaliente @VirginAmerica @AnchorBrewing you will be ok. Can't believe virgins terrible service"
"3389","Lots of upset people in the @SouthwestAir  terminal here at @DCA. Wondering if we'll make our connection after this 2 hour delay."
"3390","Hey @AmericanAir you've made my 12 yo son sad 2 years in a row. He looked at me and"
"3391","@SouthwestAir Took #southwest over #united to Nashville today. My friends got out on time. I'm stuck at Laguardia. This is terrible."
"3392","The Curious Case of the Missing Signature | #BoycottSouthwestAirlines | @SouthwestAir http://t.co/J2rzrLxqRb"
"3393","@SouthwestAir major fail. I guess we get what we pay for. Very poor showing."
"3394","Was forced to fly @united to Amman. Sitting on the Tarmac for 2 hrs now. Never again! Every flight will be (delta) @DeltaAssist from now on!"
"3395","@rayfawkes @united I fly United a lot. They have lost my luggage 3 times, don't know why I stick with them...that sucks sorry."
"3396","4hr  delay tonight. Shit happens, but @AmericanAir, u gotta step up yr experience game. Wishing @VirginAmerica flew to MIA right now "
"3397","Laguardia should be called purgatory, #delta most delayed experience I miss you @JetBlue"
"3398","Only 1 flight delayed this morning at PHX on @SouthwestAir and of course it's mine. Guess 1 flight every 5 years doesn't even any luck ;)"
"3399","Have never been so disappointed in a company. Used to fly with @AlaskaAir all the time. Will never use them again."
"3400","1 wk old luggage &amp; @AmericanAir breaks it! I email twice &amp; on hold for 35 mins...still haven't talked to a human! http://t.co/R2gClblg4n"
"3401","Kicking off another day of Live In The Vineyard with @SouthwestAir...this really is #CardmemberLUV http://t.co/EtiUBsvFDQ"
"3402","@AmericanAir Late flight GYE-MIA last night. Terrible service on Bsness class. Late flight 305 MIA-SFO now, let's see the service in First."
"3403","@SouthwestAir any extra seats on the LAX-SFO flight at 1:50? 4392 was delayed and I'll be landing in time to connect to that early one."
"3404","@JetBlue DIA airport baggage broke my $600 snowboard, offered me a $30 voucher for future flight #jetbluesucks #airlinefail"
"3405","@VirginAmerica need ord-nyc flights real bad!"
"3406","@AmericanAir you ruined our luggage and now we've missed the ride 2 the rental pick up. MAJOR FAIL"
"3407","Cmon @united , 2 hrs delay to the flight to tel aviv is enough."
"3408","@AmericanAir @USAirways US Air flight 5222 from Knoxville to Charlotte delayed 3 hours. Will miss connection to MSP (Flight 1865) in CLT."
"3409","@mowheeler after the first few flights  on @SouthwestAir it makes sense and you will never want to go back"
"3410","@AmericanAir I paid to upgrade to a Main Cabin Extra seat on a 3.5 hour flight only to have my TV not work. Very frustrating."
"3411","@SouthwestAir - a 5 hour delay out of LGA is not what I call #LUV. Missed an important dinner."
"3412","Am I the only one getting terrible internet access on the @SouthwestAir WiFi?"
"3413","Shame on you @Delta @DeltaAssist how is this possible on a gate checked bag? Destroyed! http://t.co/sJr9vo4J6c"
"3414","I want to go to NYC because I've never been out of Florida and where else to start traveling than the NYC?! @JetBlue #FlyingItForward"
"3415","Hey @JetBlue why do you consider a flight as arrived if its still sitting on the Tarmac at FLL without a gate for an hour?"
"3416","@JetBlue flight 1969 five hours from Boston to Fort  Lauderdale with no atc or weather delay. Wow that one fell apart"
"3417","why the fuck do I ever bother flying United? I've literally never had a good experience flying with them. I miss @VirginAmerica &gt;&lt;"
"3418","_@evettauorav: Where the hell is our plane at_@JetBlue @SouthwestAir @Delta @HawaiianAir"
"3419","@AmericanAir SEEING THIS on AA. This feature is temporarily unavailable. We apologize for this inconvenience. Please try again later. Help?"
"3420","Flight cancelled for my 2 day visit home. Earliest I can get into any bay area airport is 10pm. Ugh. @SouthwestAir"
"3421","@DeltaAssist safety is always 1st priority yes but the delay could have been prevented if deicing was scheduled ahead of departure"
"3422","@AmericanAir Really annoyed by one of your staff who didn't listen to me at check in at Austin, and took my bag away before I could lock it."
"3423","30 minutes on hold with @USAirways only to get hung up on when they finally picked up cc @AmericanAir"
"3424","@united not only did this airline fail to deliver 6 passengers last night (5665 IAH - GRK) but now they are refusing to deliver luggage!"
"3425","The moment you regret ever booking w/ @USAirways/@AmericanAir bc their customer service is awful &amp; they have the empathy of a serial killer."
"3426","""You look like people who don't mind letting others cut line in front of you and waiting behind them.""- @united in Houston #racism"
"3427","@united 4 hour flight with no tvs? I think it's time for a remodel... http://t.co/J0nk0Sn6le"
"3428","@SouthwestAir ..  plane needs fixing: done 1 hour earlier than est..But plane sits at gate  with all on board. 2 hours late now and counting"
"3429","@americanair why bother offering video service, if it sucks so bad you can't even watch the movie?"
"3430","@kylekinane @Ralphie_May @united @richardmarx Don't fuck with @richardmarx . The man has more money than God and writes hits for big artists"
"3431",".@AmericanAir Haven't you had enough bad publicity already? Twitter is a customer service tool. Use it &amp; help @JohnnyVLewis find his guitar!"
"3432","@SouthwestAir too admit happens every time we fly SW. Of all times to screw up, this was NOT the time!"
"3433","@richardmarx @united My late Dad had over 1 Million Miles from his working days.Gave his card back coz they got greedy."
"3434","@JetBlue love flying with JetBlue.. Got to experience even more space seats today.. Only issue? Cranky ticket agents at MCO at 7am. :("
"3435","Really sad to hear that @united is denying a family a partial refund on tickets as ""liver cancer"" is ""ineligible."" http://t.co/ttbNPhhZ4E"
"3436","@Gracebird_ @united theyre the worst they dont give any fucks about their passengers they were so fucking rude to me when I needed help "
"3437","@Sethrogen @AmericanAir they always ruin my flights!  ALWAYS!!!!"
"3438","@Sethrogen @AmericanAir Seth u should fire your publicity manager cause you probably lost millions in future airline endorsements"
"3439","ugh @SouthwestAir at @flyLAXairport is so packed and so slow this ""morning"" "
"3440","@united Are you automatically rebooking  connecting flights at IAH for delayed UA1401 or should we get on the phone?"
"3441","5 hour delay in Bonaire because an empty seat's tray table won't latch????    Come on @united this is horrible."
"3442","@thebonnierotten @SouthwestAir I know who I'm not flying with   That is unacceptable"
"3443","@SouthwestAir it's been 4 days since 1 of husbands bags came up missing &amp; you still cannot locate. Hoping this NEVER happens to anyone else"
"3444","@DeltaAssist my sis has been sitting in the D Gates at LAS since 11:00pm PST.  Her flight was supposed to leave at 12:30am today!"
"3445","@SouthwestAir enroute to MCI 35 minutes late. Already had a 35 minute connection. Anything I can do now to improve my odds of making it?"
"3446","@united just had the worst experience at PHI--- flight can celled and I was given NO options. You need better planning !! Don't waste $$ ppl"
"3447","Hanging out at the airport.  @AlaskaAir has a broken plane."
"3448","@united @FlyAirNZ back from NZ and our bag didn't make it. 48 hrs No info on where it is or wait time.  Any help?  Tired wife out of bras."
"3449","Another day, another inconvenience from @united airlines with no solution in sight. Flight is already 1+ hours late and no gate at EWR."
"3450","@united holding planes for people that are having lunch At McDonald instead instead of people who have been on standby is a giant #fail"
"3451","not only does @united lose my bag, but items are stolen from it and they ""aren't responsible for electronic devices"" such as a hair dryer..."
"3452","@southwestAir never fails to disappoint. Haven't been flying with them BC flights get delayed, of course I finally do &amp; my flight is delayed"
"3453","That time when @united gets your flight in half an hour late and it's actually landed in the wrong State. Hello Huntsville Alabama. #bollox"
"3454","@SouthwestAir must have gotten tired of us complaining about delayed flights b/c they gave us $100 vouchers."
"3455","How to spell chaos? ""J E T B L U E at J F K"" #systemoutageonamondaymorning #delayed #nightmare @JetBlue"
"3456","Crazy morning with @JetBlue but their #socialmedia team is hard at work managing the problem. Looked like every tweet was replied. #IS6621 X"
"3457","@AmericanAir I've never had an issue with any other airline these delays are unnecessary I was suppose to be home yesterday"
"3458","@RAWbergReport reason #47921 I hate @AmericanAir   Worst planes of any international airline"
"3459","@JetBlue you have really screwed up a bunch of airports, Jetblue"
"3460","Waiting for an @AmericanAir crew. Departure in 23 minutes but no info about crew :-/ #AA3241 DFW-ABI"
"3461","Shameful you no longer pre board people with kids @united # Huston flight ua1267"
"3462","Man if I had a dollar for every #delayed @SouthwestAir flight I've been on..."
"3463","@JetBlue you ppl lie. One day it's computers down. 2 weeks ago you blamed jfk airport for construction that all knew about months coming."
"3464","@united please look into investing in newer aircrafts that don't require two maintenance inspections. #delayed"
"3465","@AmericanAir and @USAirways Terrible experience trying to check in early w apps, websites, and Miami counter. kept sending me back &amp; forth."
"3466","Sadly @AmericanAir check in personnel in Buenos Aires is a horror. Slow. No energy. Bad all around. #BAD"
"3467","@United can you please let us know what's going on with our flight. Sitting here for over 1 hour waiting with no information."
"3468","@united flight 1694 from Houston to AUS.  Sitting on plane for 2 hours with 1 glass of water, Horrendous Fail United, this is your response?"
"3469","@richardmarx @united you probably had a bad crew, that can ruin it for sure but business travel with United is one of the best.Try 1st!"
"3470","@AmericanAir left my insulin on the only bag checked for the entire flight DFW-Aus and told me ""bad luck"" #neverflyingAAagain #worstairline"
"3471","@SouthwestAir come on swa!  Way to cancel my flt 2 wks in a row to MDW wout even notifying me"
"3472","@DCREL @AmericanAir Godspeed. Most atrocious AA experience of my life two weeks ago. Awful, awful policy re: family emergencies."
"3473","@SouthwestAir I talked to rep last night, might be able to catch a 10pm flight back. Waiting in line (for over hr) atm to get boarding pass"
"3474","NEW: @SouthwestAir flight from @PHXSkyHarbor diverts to Idaho over burning smell http://t.co/IiZ0WPD40l #abc15 http://t.co/X53g5auA4I"
"3475","@SouthwestAir the scene where you actually did something for your dissatisfied customers. You are a fucking shitty airline to travel with!!"
"3476","@DeltaAssist  delayed 2 hours, missing last connecting flight to Denver &amp; won't help with hotel or upgrade. I remember why I fly #Virgin"
"3477","@DeltaAssist Hey flight attendant Lorraine! how about food for the rest of us in eco-comfort? RUDE! http://t.co/w2AYiyEPA1"
"3478","@United holding us hostage on the airplane. UA4875 arrives early only to have to wait 40 minutes for a gate. No way to run an airline!"
"3479","@united #unitedairlines had put us through hell. Horrible business practices &amp; unbelievably disabled customer service!!! I'll avoid them."
"3480","@AmericanAir @HRC of course. But STAY OUT OF IT. FLY YOUR PLANES! FOCUS ON BALANCING SAFETY &amp; COST. This ISSUE is IRRELEVANT TO YOUR MISSION"
"3481","@JetBlue and @emirates are BLOWING MINE right now. This is way too much hassle I'm so annoyed."
"3482","@AmericanAir can you guys stop delaying my flight:( mami is getting sad"
"3483","Losing my A-List status due to lack of travel is so shameful. @SouthwestAir #pleeb"
"3484","My wife and 3 kids' @united flight is delayed, so they'll miss their next flight. Now 10pm TOMORROW is the earliest flight home?? #plzhelp"
"3485","Awe hell... What happened with @SouthwestAir flight service? 2/2 with harsh, off-putting attendants. Not entire staff, but a few sour apples"
"3486","What is going on @cathaypacific? Some of the worst customer service I've ever experienced, and I've flown @united enough times to know."
"3487","@AmericanAir flight #5746 delayed &gt;2 hrs .. no mechanic. Plz hold flight 1273 to SFO a few more minutes so I can see my kids tonight? :-)"
"3488","My wish is to find an airline that cares about punctuality. @United has us stuck in Houston again!"
"3489","@AshleeLowers12 @AmericanAir ; that's awful! What in the world! I hope they find it!"
"3490","@DeltaAssist I left a black hat on DL359 an hour ago. Im trying your lost and found webform but it's not working."
"3491","@DeltaAssist On hold for 3 hours. Now saying ""unavailable due to system upgrades."" Really need to change a flight. Any chance I can email?"
"3492","Finally @AmericanAir service @dfwairport to @iflyboise! Too bad just a diversion :( http://t.co/mStsCj3XH7"
"3493","Dear @JetBlue and @porterairlines you both had the chance to make good on errors made. Just so disappointed. #travel #CommunicationBreakdown"
"3494","Anyone have cheap bereavement flights? @USAirways @SouthwestAir @SouthwestAir @Delta @united  #stressed #help"
"3495","@united Your ""customer service"" is appalling. I was going to book a flight, but the rep was so rude I opted to stay home. #truestory"
"3496","@JetBlue we shouldve been on flt 271 to fll. 2+ hrs late at lga, u then stuck us on a bus to jfk only to shut the gate in our faces."
"3497","Thanks Andre @AlaskaAir.  I've gotta see how the next flight goes to DC from Seattle.  If it's this bad, I will do that!"
"3498","@USAirways @AmericanAir you would have to work hard to design a more miserable experience than flying USair through Charlotte."
"3499","@united oh no I'm stuck in traffic heading to Newark &amp; terrified I'm about to miss my flight. I think we're close. I'm on 4361 - pls help!"
"3500","@united has me burning mad! Text comes flight delayed 20 mins then departs early early. No consideration. SOUTHWEST from now on."
"3501","@AmericanAir flight delayed because of late crew member? That doesn't seem professional..."
"3502","MY FUCKING FLIGHT IS DELAYED UNTIL 2:30 AM? ARE YOU KIDDING ME @JetBlue"
"3503","@DeltaAssist who do I contact about checked bag damage? http://t.co/XybM26F7lQ"
"3504","Don't leave baggage unattended says @flySFO apparently doesn't apply to @united crew http://t.co/dyTLs2SimV"
"3505","Going to cry one little issue on @AmericanAir website won't let me book I'll never get to Vegas :( haha"
"3506","@DeltaAssist my outbound flight CMH-DTW is delayed and I'll miss my DTW-MCI connection, help?"
"3507","Overhead video not functioning and cleaning crew missed this one!  _ @DeltaAssist DL 2158. Ick!!! http://t.co/ux9tVl5wkT"
"3508","@AmericanAir just landed &amp; found wheels popped off my brand new suitcase. No recourse, terrible cust. svc! Out $250. http://t.co/3ti454QrFY"
"3509","I recommend not using @AmericanAir's website to book tickets. I was double-charged and have been waiting &gt;2.5 months for a refund."
"3510","@AmericanAir stuck in Wichita Falls,  where's the fuel??"
"3511","@AmericanAir @USAirways 4 flights cancelled due to weather + maintenance, 5 employees too busy to help http://t.co/o9H3PWfoHA"
"3512","@united Is the worst airline... according to reality. #unitedsucks http://t.co/rtFQ6CtO9y"
"3513","@vasquezdulce @AmericanAir Summon your inner Sicilian and just politely confront that foot! That nonsense has gotta go"
"3514","Yo @Delta @DeltaAssist see how this big boy flying EWR-ATL so rudely prevented me&amp;others fr sitting this delay out http://t.co/3jJCdBjhw6"
"3515","Second time in a row at DCA that my @JetBlue flight isn't pushing back on time. Come on guys! #delayed #annoyed"
"3516","Three days and no update on lost luggage. Last scanned in ATL, departure city. Any idea @AmericanAir @WestJet ?"
